id;family;Demotext (Description, if available);type;Showtype;category;defSubset;Subset;License;vendor;Link;Nice Name;selector;Option field
fira-sans-condensed;Fira Sans Condensed;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fira+Sans+Condensed;Fira Sans Condensed Light Italic (Sans-Serif, Latin);fira-sans-condensed-latin-300italic;Fira Sans Condensed Light Italic (Sans-Serif, Latin) : fira-sans-condensed-latin-300italic
fira-sans-extra-condensed;Fira Sans Extra Condensed;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fira+Sans+Extra+Condensed;Fira Sans Extra Condensed Light Italic (Sans-Serif, Latin);fira-sans-extra-condensed-latin-300italic;Fira Sans Extra Condensed Light Italic (Sans-Serif, Latin) : fira-sans-extra-condensed-latin-300italic
ibm-plex-mono;IBM Plex Mono;;300italic;Light Italic;monospace;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Mono;IBM Plex Mono Light Italic (Monospace, Latin);ibm-plex-mono-latin-300italic;IBM Plex Mono Light Italic (Monospace, Latin) : ibm-plex-mono-latin-300italic
ibm-plex-sans;IBM Plex Sans;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Sans;IBM Plex Sans Light Italic (Sans-Serif, Latin);ibm-plex-sans-latin-300italic;IBM Plex Sans Light Italic (Sans-Serif, Latin) : ibm-plex-sans-latin-300italic
ibm-plex-sans-condensed;IBM Plex Sans Condensed;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Sans+Condensed;IBM Plex Sans Condensed Light Italic (Sans-Serif, Latin);ibm-plex-sans-condensed-latin-300italic;IBM Plex Sans Condensed Light Italic (Sans-Serif, Latin) : ibm-plex-sans-condensed-latin-300italic
ibm-plex-serif;IBM Plex Serif;;300italic;Light Italic;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Serif;IBM Plex Serif Light Italic (Serif, Latin);ibm-plex-serif-latin-300italic;IBM Plex Serif Light Italic (Serif, Latin) : ibm-plex-serif-latin-300italic
josefin-sans;Josefin Sans;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Josefin+Sans;Josefin Sans Light Italic (Sans-Serif, Latin);josefin-sans-latin-300italic;Josefin Sans Light Italic (Sans-Serif, Latin) : josefin-sans-latin-300italic
josefin-slab;Josefin Slab;;300italic;Light Italic;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Josefin+Slab;Josefin Slab Light Italic (Serif, Latin);josefin-slab-latin-300italic;Josefin Slab Light Italic (Serif, Latin) : josefin-slab-latin-300italic
k2d;K2D;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/K2D;K2D Light Italic (Sans-Serif, Latin);k2d-latin-300italic;K2D Light Italic (Sans-Serif, Latin) : k2d-latin-300italic
kanit;Kanit;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Light Italic (Sans-Serif, Latin);kanit-latin-300italic;Kanit Light Italic (Sans-Serif, Latin) : kanit-latin-300italic
kanit;Kanit;;300italic;Light Italic;sans-serif;thai;Thai;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Light Italic (Sans-Serif, Thai);kanit-thai-300italic;Kanit Light Italic (Sans-Serif, Thai) : kanit-thai-300italic
kanit;Kanit;;300italic;Light Italic;sans-serif;thai_latin;Thai Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Light Italic (Sans-Serif, Thai Latin);kanit-thai_latin-300italic;Kanit Light Italic (Sans-Serif, Thai Latin) : kanit-thai_latin-300italic
kanit;Kanit;;300italic;Light Italic;sans-serif;thai_latin-ext_latin_vietnamese;Thai Latin Vietnamese;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Light Italic (Sans-Serif, Thai Latin Vietnamese);kanit-thai_latin-ext_latin_vietnamese-300italic;Kanit Light Italic (Sans-Serif, Thai Latin Vietnamese) : kanit-thai_latin-ext_latin_vietnamese-300italic
kodchasan;Kodchasan;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kodchasan;Kodchasan Light Italic (Sans-Serif, Latin);kodchasan-latin-300italic;Kodchasan Light Italic (Sans-Serif, Latin) : kodchasan-latin-300italic
koho;KoHo;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/KoHo;KoHo Light Italic (Sans-Serif, Latin);koho-latin-300italic;KoHo Light Italic (Sans-Serif, Latin) : koho-latin-300italic
krub;Krub;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Krub;Krub Light Italic (Sans-Serif, Latin);krub-latin-300italic;Krub Light Italic (Sans-Serif, Latin) : krub-latin-300italic
lato;Lato;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Lato;Lato Light Italic (Sans-Serif, Latin);lato-latin-300italic;Lato Light Italic (Sans-Serif, Latin) : lato-latin-300italic
libre-franklin;Libre Franklin;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Libre+Franklin;Libre Franklin Light Italic (Sans-Serif, Latin);libre-franklin-latin-300italic;Libre Franklin Light Italic (Sans-Serif, Latin) : libre-franklin-latin-300italic
mali;Mali;;300italic;Light Italic;handwriting;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Mali;Mali Light Italic (Handwriting, Latin);mali-latin-300italic;Mali Light Italic (Handwriting, Latin) : mali-latin-300italic
merriweather;Merriweather;;300italic;Light Italic;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Merriweather;Merriweather Light Italic (Serif, Latin);merriweather-latin-300italic;Merriweather Light Italic (Serif, Latin) : merriweather-latin-300italic
merriweather-sans;Merriweather Sans;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Merriweather+Sans;Merriweather Sans Light Italic (Sans-Serif, Latin);merriweather-sans-latin-300italic;Merriweather Sans Light Italic (Sans-Serif, Latin) : merriweather-sans-latin-300italic
montserrat;Montserrat;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Montserrat;Montserrat Light Italic (Sans-Serif, Latin);montserrat-latin-300italic;Montserrat Light Italic (Sans-Serif, Latin) : montserrat-latin-300italic
montserrat-alternates;Montserrat Alternates;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Montserrat+Alternates;Montserrat Alternates Light Italic (Sans-Serif, Latin);montserrat-alternates-latin-300italic;Montserrat Alternates Light Italic (Sans-Serif, Latin) : montserrat-alternates-latin-300italic
muli;Muli;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Muli;Muli Light Italic (Sans-Serif, Latin);muli-latin-300italic;Muli Light Italic (Sans-Serif, Latin) : muli-latin-300italic
niramit;Niramit;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Niramit;Niramit Light Italic (Sans-Serif, Latin);niramit-latin-300italic;Niramit Light Italic (Sans-Serif, Latin) : niramit-latin-300italic
nunito;Nunito;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Nunito;Nunito Light Italic (Sans-Serif, Latin);nunito-latin-300italic;Nunito Light Italic (Sans-Serif, Latin) : nunito-latin-300italic
nunito-sans;Nunito Sans;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Nunito+Sans;Nunito Sans Light Italic (Sans-Serif, Latin);nunito-sans-latin-300italic;Nunito Sans Light Italic (Sans-Serif, Latin) : nunito-sans-latin-300italic
open-sans;Open Sans;;300italic;Light Italic;sans-serif;latin;Latin;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Open+Sans;Open Sans Light Italic (Sans-Serif, Latin);open-sans-latin-300italic;Open Sans Light Italic (Sans-Serif, Latin) : open-sans-latin-300italic
open-sans;Open Sans;;300italic;Light Italic;sans-serif;greek-ext;Greek Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Open+Sans;Open Sans Light Italic (Sans-Serif, Greek Ext);open-sans-greek-ext-300italic;Open Sans Light Italic (Sans-Serif, Greek Ext) : open-sans-greek-ext-300italic
open-sans;Open Sans;;300italic;Light Italic;sans-serif;cyrillic-ext;Cyrillic Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Open+Sans;Open Sans Light Italic (Sans-Serif, Cyrillic Ext);open-sans-cyrillic-ext-300italic;Open Sans Light Italic (Sans-Serif, Cyrillic Ext) : open-sans-cyrillic-ext-300italic
open-sans;Open Sans;;300italic;Light Italic;sans-serif;latin-ext;Latin Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Open+Sans;Open Sans Light Italic (Sans-Serif, Latin Ext);open-sans-latin-ext-300italic;Open Sans Light Italic (Sans-Serif, Latin Ext) : open-sans-latin-ext-300italic
open-sans;Open Sans;;300italic;Light Italic;sans-serif;vietamese;Vietnamese;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Open+Sans;Open Sans Light Italic (Sans-Serif, Vietnamese);open-sans-vietamese-300italic;Open Sans Light Italic (Sans-Serif, Vietnamese) : open-sans-vietamese-300italic
open-sans-condensed;Open Sans Condensed;;300italic;Light Italic;sans-serif;latin;Latin;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Open+Sans+Condensed;Open Sans Condensed Light Italic (Sans-Serif, Latin);open-sans-condensed-latin-300italic;Open Sans Condensed Light Italic (Sans-Serif, Latin) : open-sans-condensed-latin-300italic
overpass;Overpass;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Overpass;Overpass Light Italic (Sans-Serif, Latin);overpass-latin-300italic;Overpass Light Italic (Sans-Serif, Latin) : overpass-latin-300italic
poppins;Poppins;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Poppins;Poppins Light Italic (Sans-Serif, Latin);poppins-latin-300italic;Poppins Light Italic (Sans-Serif, Latin) : poppins-latin-300italic
prompt;Prompt;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Prompt;Prompt Light Italic (Sans-Serif, Latin);prompt-latin-300italic;Prompt Light Italic (Sans-Serif, Latin) : prompt-latin-300italic
raleway;Raleway;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Raleway;Raleway Light Italic (Sans-Serif, Latin);raleway-latin-300italic;Raleway Light Italic (Sans-Serif, Latin) : raleway-latin-300italic
roboto;Roboto;;300italic;Light Italic;sans-serif;latin;Latin;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light Italic (Sans-Serif, Latin);roboto-latin-300italic;Roboto Light Italic (Sans-Serif, Latin) : roboto-latin-300italic
roboto;Roboto;;300italic;Light Italic;sans-serif;vietnamese;Vietnamese;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light Italic (Sans-Serif, Vietnamese);roboto-vietnamese-300italic;Roboto Light Italic (Sans-Serif, Vietnamese) : roboto-vietnamese-300italic
roboto;Roboto;;300italic;Light Italic;sans-serif;cyrillic-ext_cyrillic;Cyrillic Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light Italic (Sans-Serif, Cyrillic Ext);roboto-cyrillic-ext_cyrillic-300italic;Roboto Light Italic (Sans-Serif, Cyrillic Ext) : roboto-cyrillic-ext_cyrillic-300italic
roboto;Roboto;;300italic;Light Italic;sans-serif;latin-ext;Latin Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light Italic (Sans-Serif, Latin Ext);roboto-latin-ext-300italic;Roboto Light Italic (Sans-Serif, Latin Ext) : roboto-latin-ext-300italic
roboto;Roboto;;300italic;Light Italic;sans-serif;greek_greek-ext;Greek Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light Italic (Sans-Serif, Greek Ext);roboto-greek_greek-ext-300italic;Roboto Light Italic (Sans-Serif, Greek Ext) : roboto-greek_greek-ext-300italic
roboto-condensed;Roboto Condensed;;300italic;Light Italic;sans-serif;latin;Latin;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto+Condensed;Roboto Condensed Light Italic (Sans-Serif, Latin);roboto-condensed-latin-300italic;Roboto Condensed Light Italic (Sans-Serif, Latin) : roboto-condensed-latin-300italic
roboto-mono;Roboto Mono;;300italic;Light Italic;monospace;latin;Latin;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto+Mono;Roboto Mono Light Italic (Monospace, Latin);roboto-mono-latin-300italic;Roboto Mono Light Italic (Monospace, Latin) : roboto-mono-latin-300italic
rubik;Rubik;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Rubik;Rubik Light Italic (Sans-Serif, Latin);rubik-latin-300italic;Rubik Light Italic (Sans-Serif, Latin) : rubik-latin-300italic
source-sans-pro;Source Sans Pro;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Source+Sans+Pro;Source Sans Pro Light Italic (Sans-Serif, Latin);source-sans-pro-latin-300italic;Source Sans Pro Light Italic (Sans-Serif, Latin) : source-sans-pro-latin-300italic
spectral;Spectral;;300italic;Light Italic;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Spectral;Spectral Light Italic (Serif, Latin);spectral-latin-300italic;Spectral Light Italic (Serif, Latin) : spectral-latin-300italic
spectral-sc;Spectral SC;;300italic;Light Italic;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Spectral+SC;Spectral SC Light Italic (Serif, Latin);spectral-sc-latin-300italic;Spectral SC Light Italic (Serif, Latin) : spectral-sc-latin-300italic
titillium-web;Titillium Web;;300italic;Light Italic;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Titillium+Web;Titillium Web Light Italic (Sans-Serif, Latin);titillium-web-latin-300italic;Titillium Web Light Italic (Sans-Serif, Latin) : titillium-web-latin-300italic
trirong;Trirong;;300italic;Light Italic;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Trirong;Trirong Light Italic (Serif, Latin);trirong-latin-300italic;Trirong Light Italic (Serif, Latin) : trirong-latin-300italic
ubuntu;Ubuntu;;300italic;Light Italic;sans-serif;latin;Latin;Ubuntu Font License 1.0;Google Fonts;https://fonts.google.com/specimen/Ubuntu;Ubuntu Light Italic (Sans-Serif, Latin);ubuntu-latin-300italic;Ubuntu Light Italic (Sans-Serif, Latin) : ubuntu-latin-300italic
zilla-slab;Zilla Slab;;300italic;Light Italic;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Zilla+Slab;Zilla Slab Light Italic (Serif, Latin);zilla-slab-latin-300italic;Zilla Slab Light Italic (Serif, Latin) : zilla-slab-latin-300italic
abhaya-libre;Abhaya Libre;;500;Medium;serif;latin-ext_sinhala_latin;Sinhala Latin Ext;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Abhaya+Libre;Abhaya Libre Medium (Serif, Sinhala Latin Ext);abhaya-libre-latin-ext_sinhala_latin-500;Abhaya Libre Medium (Serif, Sinhala Latin Ext) : abhaya-libre-latin-ext_sinhala_latin-500
abhaya-libre;Abhaya Libre;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Abhaya+Libre;Abhaya Libre Medium (Serif, Latin);abhaya-libre-latin-500;Abhaya Libre Medium (Serif, Latin) : abhaya-libre-latin-500
advent-pro;Advent Pro;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Advent+Pro;Advent Pro Medium (Sans-Serif, Latin);advent-pro-latin-500;Advent Pro Medium (Sans-Serif, Latin) : advent-pro-latin-500
alegreya;Alegreya;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Alegreya;Alegreya Medium (Serif, Latin);alegreya-latin-500;Alegreya Medium (Serif, Latin) : alegreya-latin-500
alegreya-sc;Alegreya SC;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Alegreya+SC;Alegreya SC Medium (Serif, Latin);alegreya-sc-latin-500;Alegreya SC Medium (Serif, Latin) : alegreya-sc-latin-500
archivo;Archivo;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Archivo;Archivo Medium (Sans-Serif, Latin);archivo-latin-500;Archivo Medium (Sans-Serif, Latin) : archivo-latin-500
archivo-narrow;Archivo Narrow;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Archivo+Narrow;Archivo Narrow Medium (Sans-Serif, Latin);archivo-narrow-latin-500;Archivo Narrow Medium (Sans-Serif, Latin) : archivo-narrow-latin-500
arima-madurai;Arima Madurai;;500;Medium;display;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Arima+Madurai;Arima Madurai Medium (Display, Latin);arima-madurai-latin-500;Arima Madurai Medium (Display, Latin) : arima-madurai-latin-500
asap;Asap;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Asap;Asap Medium (Sans-Serif, Latin);asap-latin-500;Asap Medium (Sans-Serif, Latin) : asap-latin-500
asap-condensed;Asap Condensed;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Asap+Condensed;Asap Condensed Medium (Sans-Serif, Latin);asap-condensed-latin-500;Asap Condensed Medium (Sans-Serif, Latin) : asap-condensed-latin-500
athiti;Athiti;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Athiti;Athiti Medium (Sans-Serif, Latin);athiti-latin-500;Athiti Medium (Sans-Serif, Latin) : athiti-latin-500
atma;Atma;;500;Medium;display;latin-ext_latin_bengali;Bengali Latin Ext;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Atma;Atma Medium (Display, Bengali Latin Ext);atma-latin-ext_latin_bengali-500;Atma Medium (Display, Bengali Latin Ext) : atma-latin-ext_latin_bengali-500
atma;Atma;;500;Medium;display;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Atma;Atma Medium (Display, Latin);atma-latin-500;Atma Medium (Display, Latin) : atma-latin-500
bai-jamjuree;Bai Jamjuree;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Bai+Jamjuree;Bai Jamjuree Medium (Sans-Serif, Latin);bai-jamjuree-latin-500;Bai Jamjuree Medium (Sans-Serif, Latin) : bai-jamjuree-latin-500
cabin;Cabin;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cabin;Cabin Medium (Sans-Serif, Latin);cabin-latin-500;Cabin Medium (Sans-Serif, Latin) : cabin-latin-500
cabin-condensed;Cabin Condensed;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cabin+Condensed;Cabin Condensed Medium (Sans-Serif, Latin);cabin-condensed-latin-500;Cabin Condensed Medium (Sans-Serif, Latin) : cabin-condensed-latin-500
catamaran;Catamaran;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Catamaran;Catamaran Medium (Sans-Serif, Latin);catamaran-latin-500;Catamaran Medium (Sans-Serif, Latin) : catamaran-latin-500
chakra-petch;Chakra Petch;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Chakra+Petch;Chakra Petch Medium (Sans-Serif, Latin);chakra-petch-latin-500;Chakra Petch Medium (Sans-Serif, Latin) : chakra-petch-latin-500
changa;Changa;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Changa;Changa Medium (Sans-Serif, Latin);changa-latin-500;Changa Medium (Sans-Serif, Latin) : changa-latin-500
cormorant;Cormorant;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cormorant;Cormorant Medium (Serif, Latin);cormorant-latin-500;Cormorant Medium (Serif, Latin) : cormorant-latin-500
cormorant-garamond;Cormorant Garamond;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cormorant+Garamond;Cormorant Garamond Medium (Serif, Latin);cormorant-garamond-latin-500;Cormorant Garamond Medium (Serif, Latin) : cormorant-garamond-latin-500
cormorant-infant;Cormorant Infant;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cormorant+Infant;Cormorant Infant Medium (Serif, Latin);cormorant-infant-latin-500;Cormorant Infant Medium (Serif, Latin) : cormorant-infant-latin-500
cormorant-sc;Cormorant SC;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cormorant+SC;Cormorant SC Medium (Serif, Latin);cormorant-sc-latin-500;Cormorant SC Medium (Serif, Latin) : cormorant-sc-latin-500
cormorant-unicase;Cormorant Unicase;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cormorant+Unicase;Cormorant Unicase Medium (Serif, Latin);cormorant-unicase-latin-500;Cormorant Unicase Medium (Serif, Latin) : cormorant-unicase-latin-500
cormorant-upright;Cormorant Upright;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cormorant+Upright;Cormorant Upright Medium (Serif, Latin);cormorant-upright-latin-500;Cormorant Upright Medium (Serif, Latin) : cormorant-upright-latin-500
david-libre;David Libre;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/David+Libre;David Libre Medium (Serif, Latin);david-libre-latin-500;David Libre Medium (Serif, Latin) : david-libre-latin-500
dosis;Dosis;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Dosis;Dosis Medium (Sans-Serif, Latin);dosis-latin-500;Dosis Medium (Sans-Serif, Latin) : dosis-latin-500
eb-garamond;EB Garamond;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/EB+Garamond;EB Garamond Medium (Serif, Latin);eb-garamond-latin-500;EB Garamond Medium (Serif, Latin) : eb-garamond-latin-500
eczar;Eczar;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Eczar;Eczar Medium (Serif, Latin);eczar-latin-500;Eczar Medium (Serif, Latin) : eczar-latin-500
el-messiri;El Messiri;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/El+Messiri;El Messiri Medium (Sans-Serif, Latin);el-messiri-latin-500;El Messiri Medium (Sans-Serif, Latin) : el-messiri-latin-500
encode-sans;Encode Sans;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Encode+Sans;Encode Sans Medium (Sans-Serif, Latin);encode-sans-latin-500;Encode Sans Medium (Sans-Serif, Latin) : encode-sans-latin-500
encode-sans-condensed;Encode Sans Condensed;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Encode+Sans+Condensed;Encode Sans Condensed Medium (Sans-Serif, Latin);encode-sans-condensed-latin-500;Encode Sans Condensed Medium (Sans-Serif, Latin) : encode-sans-condensed-latin-500
encode-sans-expanded;Encode Sans Expanded;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Encode+Sans+Expanded;Encode Sans Expanded Medium (Sans-Serif, Latin);encode-sans-expanded-latin-500;Encode Sans Expanded Medium (Sans-Serif, Latin) : encode-sans-expanded-latin-500
encode-sans-semi-condensed;Encode Sans Semi Condensed;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Encode+Sans+Semi+Condensed;Encode Sans Semi Condensed Medium (Sans-Serif, Latin);encode-sans-semi-condensed-latin-500;Encode Sans Semi Condensed Medium (Sans-Serif, Latin) : encode-sans-semi-condensed-latin-500
encode-sans-semi-expanded;Encode Sans Semi Expanded;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Encode+Sans+Semi+Expanded;Encode Sans Semi Expanded Medium (Sans-Serif, Latin);encode-sans-semi-expanded-latin-500;Encode Sans Semi Expanded Medium (Sans-Serif, Latin) : encode-sans-semi-expanded-latin-500
expletus-sans;Expletus Sans;;500;Medium;display;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Expletus+Sans;Expletus Sans Medium (Display, Latin);expletus-sans-latin-500;Expletus Sans Medium (Display, Latin) : expletus-sans-latin-500
fahkwang;Fahkwang;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fahkwang;Fahkwang Medium (Sans-Serif, Latin);fahkwang-latin-500;Fahkwang Medium (Sans-Serif, Latin) : fahkwang-latin-500
faustina;Faustina;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Faustina;Faustina Medium (Serif, Latin);faustina-latin-500;Faustina Medium (Serif, Latin) : faustina-latin-500
fira-mono;Fira Mono;;500;Medium;monospace;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fira+Mono;Fira Mono Medium (Monospace, Latin);fira-mono-latin-500;Fira Mono Medium (Monospace, Latin) : fira-mono-latin-500
frank-ruhl-libre;Frank Ruhl Libre;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Frank+Ruhl+Libre;Frank Ruhl Libre Medium (Serif, Latin);frank-ruhl-libre-latin-500;Frank Ruhl Libre Medium (Serif, Latin) : frank-ruhl-libre-latin-500
