id;family;Demotext (Description, if available);type;Showtype;category;defSubset;Subset;License;vendor;Link;Nice Name;selector;Option field
roboto;Roboto;;100;Thin;sans-serif;latin;Latin;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Thin (Sans-Serif, Latin);roboto-latin-100;Roboto Thin (Sans-Serif, Latin) : roboto-latin-100
roboto;Roboto;;100;Thin;sans-serif;vietnamese;Vietnamese;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Thin (Sans-Serif, Vietnamese);roboto-vietnamese-100;Roboto Thin (Sans-Serif, Vietnamese) : roboto-vietnamese-100
roboto;Roboto;;100;Thin;sans-serif;cyrillic-ext_cyrillic;Cyrillic Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Thin (Sans-Serif, Cyrillic Ext);roboto-cyrillic-ext_cyrillic-100;Roboto Thin (Sans-Serif, Cyrillic Ext) : roboto-cyrillic-ext_cyrillic-100
roboto;Roboto;;100;Thin;sans-serif;latin-ext;Latin Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Thin (Sans-Serif, Latin Ext);roboto-latin-ext-100;Roboto Thin (Sans-Serif, Latin Ext) : roboto-latin-ext-100
roboto;Roboto;;100;Thin;sans-serif;greek_greek-ext;Greek Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Thin (Sans-Serif, Greek Ext);roboto-greek_greek-ext-100;Roboto Thin (Sans-Serif, Greek Ext) : roboto-greek_greek-ext-100
roboto;Roboto;;300;Light;sans-serif;latin;Latin;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light (Sans-Serif, Latin);roboto-latin-300;Roboto Light (Sans-Serif, Latin) : roboto-latin-300
roboto;Roboto;;300;Light;sans-serif;vietnamese;Vietnamese;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light (Sans-Serif, Vietnamese);roboto-vietnamese-300;Roboto Light (Sans-Serif, Vietnamese) : roboto-vietnamese-300
roboto;Roboto;;300;Light;sans-serif;cyrillic-ext_cyrillic;Cyrillic Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light (Sans-Serif, Cyrillic Ext);roboto-cyrillic-ext_cyrillic-300;Roboto Light (Sans-Serif, Cyrillic Ext) : roboto-cyrillic-ext_cyrillic-300
roboto;Roboto;;300;Light;sans-serif;latin-ext;Latin Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light (Sans-Serif, Latin Ext);roboto-latin-ext-300;Roboto Light (Sans-Serif, Latin Ext) : roboto-latin-ext-300
roboto;Roboto;;300;Light;sans-serif;greek_greek-ext;Greek Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Light (Sans-Serif, Greek Ext);roboto-greek_greek-ext-300;Roboto Light (Sans-Serif, Greek Ext) : roboto-greek_greek-ext-300
alegreya-sans;Alegreya Sans;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Alegreya+Sans;Alegreya Sans Medium (Sans-Serif, Latin);alegreya-sans-latin-500;Alegreya Sans Medium (Sans-Serif, Latin) : alegreya-sans-latin-500
alegreya-sans-sc;Alegreya Sans SC;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Alegreya+Sans+SC;Alegreya Sans SC Medium (Sans-Serif, Latin);alegreya-sans-sc-latin-500;Alegreya Sans SC Medium (Sans-Serif, Latin) : alegreya-sans-sc-latin-500
barlow;Barlow;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow;Barlow Medium (Sans-Serif, Latin);barlow-latin-500;Barlow Medium (Sans-Serif, Latin) : barlow-latin-500
barlow-condensed;Barlow Condensed;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow+Condensed;Barlow Condensed Medium (Sans-Serif, Latin);barlow-condensed-latin-500;Barlow Condensed Medium (Sans-Serif, Latin) : barlow-condensed-latin-500
barlow-condensed;Barlow Condensed;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow+Condensed;Barlow Condensed Medium (Serif, Latin);barlow-condensed-latin-500;Barlow Condensed Medium (Serif, Latin) : barlow-condensed-latin-500
barlow-semi-condensed;Barlow Semi Condensed;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow+Semi+Condensed;Barlow Semi Condensed Medium (Sans-Serif, Latin);barlow-semi-condensed-latin-500;Barlow Semi Condensed Medium (Sans-Serif, Latin) : barlow-semi-condensed-latin-500
exo;Exo;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Exo;Exo Medium (Sans-Serif, Latin);exo-latin-500;Exo Medium (Sans-Serif, Latin) : exo-latin-500
exo-2;Exo 2;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Exo+2;Exo 2 Medium (Sans-Serif, Latin);exo-2-latin-500;Exo 2 Medium (Sans-Serif, Latin) : exo-2-latin-500
fira-sans;Fira Sans;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fira+Sans;Fira Sans Medium (Sans-Serif, Latin);fira-sans-latin-500;Fira Sans Medium (Sans-Serif, Latin) : fira-sans-latin-500
fira-sans-condensed;Fira Sans Condensed;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fira+Sans+Condensed;Fira Sans Condensed Medium (Sans-Serif, Latin);fira-sans-condensed-latin-500;Fira Sans Condensed Medium (Sans-Serif, Latin) : fira-sans-condensed-latin-500
fira-sans-extra-condensed;Fira Sans Extra Condensed;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fira+Sans+Extra+Condensed;Fira Sans Extra Condensed Medium (Sans-Serif, Latin);fira-sans-extra-condensed-latin-500;Fira Sans Extra Condensed Medium (Sans-Serif, Latin) : fira-sans-extra-condensed-latin-500
ibm-plex-mono;IBM Plex Mono;;500;Medium;monospace;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Mono;IBM Plex Mono Medium (Monospace, Latin);ibm-plex-mono-latin-500;IBM Plex Mono Medium (Monospace, Latin) : ibm-plex-mono-latin-500
ibm-plex-sans;IBM Plex Sans;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Sans;IBM Plex Sans Medium (Sans-Serif, Latin);ibm-plex-sans-latin-500;IBM Plex Sans Medium (Sans-Serif, Latin) : ibm-plex-sans-latin-500
ibm-plex-sans-condensed;IBM Plex Sans Condensed;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Sans+Condensed;IBM Plex Sans Condensed Medium (Sans-Serif, Latin);ibm-plex-sans-condensed-latin-500;IBM Plex Sans Condensed Medium (Sans-Serif, Latin) : ibm-plex-sans-condensed-latin-500
ibm-plex-serif;IBM Plex Serif;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Serif;IBM Plex Serif Medium (Serif, Latin);ibm-plex-serif-latin-500;IBM Plex Serif Medium (Serif, Latin) : ibm-plex-serif-latin-500
k2d;K2D;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/K2D;K2D Medium (Sans-Serif, Latin);k2d-latin-500;K2D Medium (Sans-Serif, Latin) : k2d-latin-500
kanit;Kanit;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Medium (Sans-Serif, Latin);kanit-latin-500;Kanit Medium (Sans-Serif, Latin) : kanit-latin-500
kanit;Kanit;;500;Medium;sans-serif;thai;Thai;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Medium (Sans-Serif, Thai);kanit-thai-500;Kanit Medium (Sans-Serif, Thai) : kanit-thai-500
kanit;Kanit;;500;Medium;sans-serif;thai_latin;Thai Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Medium (Sans-Serif, Thai Latin);kanit-thai_latin-500;Kanit Medium (Sans-Serif, Thai Latin) : kanit-thai_latin-500
kanit;Kanit;;500;Medium;sans-serif;thai_latin-ext_latin_vietnamese;Thai Latin Vietnamese;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Medium (Sans-Serif, Thai Latin Vietnamese);kanit-thai_latin-ext_latin_vietnamese-500;Kanit Medium (Sans-Serif, Thai Latin Vietnamese) : kanit-thai_latin-ext_latin_vietnamese-500
libre-franklin;Libre Franklin;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Libre+Franklin;Libre Franklin Medium (Sans-Serif, Latin);libre-franklin-latin-500;Libre Franklin Medium (Sans-Serif, Latin) : libre-franklin-latin-500
montserrat;Montserrat;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Montserrat;Montserrat Medium (Sans-Serif, Latin);montserrat-latin-500;Montserrat Medium (Sans-Serif, Latin) : montserrat-latin-500
montserrat-alternates;Montserrat Alternates;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Montserrat+Alternates;Montserrat Alternates Medium (Sans-Serif, Latin);montserrat-alternates-latin-500;Montserrat Alternates Medium (Sans-Serif, Latin) : montserrat-alternates-latin-500
poppins;Poppins;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Poppins;Poppins Medium (Sans-Serif, Latin);poppins-latin-500;Poppins Medium (Sans-Serif, Latin) : poppins-latin-500
prompt;Prompt;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Prompt;Prompt Medium (Sans-Serif, Latin);prompt-latin-500;Prompt Medium (Sans-Serif, Latin) : prompt-latin-500
raleway;Raleway;;500;Medium;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Raleway;Raleway Medium (Sans-Serif, Latin);raleway-latin-500;Raleway Medium (Sans-Serif, Latin) : raleway-latin-500
roboto;Roboto;;500;Medium;sans-serif;latin;Latin;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Medium (Sans-Serif, Latin);roboto-latin-500;Roboto Medium (Sans-Serif, Latin) : roboto-latin-500
roboto;Roboto;;500;Medium;sans-serif;vietnamese;Vietnamese;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Medium (Sans-Serif, Vietnamese);roboto-vietnamese-500;Roboto Medium (Sans-Serif, Vietnamese) : roboto-vietnamese-500
roboto;Roboto;;500;Medium;sans-serif;cyrillic-ext_cyrillic;Cyrillic Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Medium (Sans-Serif, Cyrillic Ext);roboto-cyrillic-ext_cyrillic-500;Roboto Medium (Sans-Serif, Cyrillic Ext) : roboto-cyrillic-ext_cyrillic-500
roboto;Roboto;;500;Medium;sans-serif;latin-ext;Latin Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Medium (Sans-Serif, Latin Ext);roboto-latin-ext-500;Roboto Medium (Sans-Serif, Latin Ext) : roboto-latin-ext-500
roboto;Roboto;;500;Medium;sans-serif;greek_greek-ext;Greek Ext;Apache License V2.0;Google Fonts;https://fonts.google.com/specimen/Roboto;Roboto Medium (Sans-Serif, Greek Ext);roboto-greek_greek-ext-500;Roboto Medium (Sans-Serif, Greek Ext) : roboto-greek_greek-ext-500
spectral;Spectral;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Spectral;Spectral Medium (Serif, Latin);spectral-latin-500;Spectral Medium (Serif, Latin) : spectral-latin-500
spectral-sc;Spectral SC;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Spectral+SC;Spectral SC Medium (Serif, Latin);spectral-sc-latin-500;Spectral SC Medium (Serif, Latin) : spectral-sc-latin-500
trirong;Trirong;;500;Medium;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Trirong;Trirong Medium (Serif, Latin);trirong-latin-500;Trirong Medium (Serif, Latin) : trirong-latin-500
assistant;Assistant;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Assistant;Assistant Semi Bold (Sans-Serif, Latin);assistant-latin-600;Assistant Semi Bold (Sans-Serif, Latin) : assistant-latin-600
bai-jamjuree;Bai Jamjuree;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Bai+Jamjuree;Bai Jamjuree Semi Bold (Sans-Serif, Latin);bai-jamjuree-latin-600;Bai Jamjuree Semi Bold (Sans-Serif, Latin) : bai-jamjuree-latin-600
barlow;Barlow;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow;Barlow Semi Bold (Sans-Serif, Latin);barlow-latin-600;Barlow Semi Bold (Sans-Serif, Latin) : barlow-latin-600
barlow-condensed;Barlow Condensed;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow+Condensed;Barlow Condensed Semi Bold (Sans-Serif, Latin);barlow-condensed-latin-600;Barlow Condensed Semi Bold (Sans-Serif, Latin) : barlow-condensed-latin-600
barlow-condensed;Barlow Condensed;;600;Semi Bold;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow+Condensed;Barlow Condensed Semi Bold (Serif, Latin);barlow-condensed-latin-600;Barlow Condensed Semi Bold (Serif, Latin) : barlow-condensed-latin-600
barlow-semi-condensed;Barlow Semi Condensed;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow+Semi+Condensed;Barlow Semi Condensed Semi Bold (Sans-Serif, Latin);barlow-semi-condensed-latin-600;Barlow Semi Condensed Semi Bold (Sans-Serif, Latin) : barlow-semi-condensed-latin-600
cairo;Cairo;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cairo;Cairo Semi Bold (Sans-Serif, Latin);cairo-latin-600;Cairo Semi Bold (Sans-Serif, Latin) : cairo-latin-600
exo;Exo;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Exo;Exo Semi Bold (Sans-Serif, Latin);exo-latin-600;Exo Semi Bold (Sans-Serif, Latin) : exo-latin-600
exo-2;Exo 2;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Exo+2;Exo 2 Semi Bold (Sans-Serif, Latin);exo-2-latin-600;Exo 2 Semi Bold (Sans-Serif, Latin) : exo-2-latin-600
fahkwang;Fahkwang;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fahkwang;Fahkwang Semi Bold (Sans-Serif, Latin);fahkwang-latin-600;Fahkwang Semi Bold (Sans-Serif, Latin) : fahkwang-latin-600
fira-sans;Fira Sans;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fira+Sans;Fira Sans Semi Bold (Sans-Serif, Latin);fira-sans-latin-600;Fira Sans Semi Bold (Sans-Serif, Latin) : fira-sans-latin-600
fira-sans-condensed;Fira Sans Condensed;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fira+Sans+Condensed;Fira Sans Condensed Semi Bold (Sans-Serif, Latin);fira-sans-condensed-latin-600;Fira Sans Condensed Semi Bold (Sans-Serif, Latin) : fira-sans-condensed-latin-600
fira-sans-extra-condensed;Fira Sans Extra Condensed;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Fira+Sans+Extra+Condensed;Fira Sans Extra Condensed Semi Bold (Sans-Serif, Latin);fira-sans-extra-condensed-latin-600;Fira Sans Extra Condensed Semi Bold (Sans-Serif, Latin) : fira-sans-extra-condensed-latin-600
ibm-plex-mono;IBM Plex Mono;;600;Semi Bold;monospace;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Mono;IBM Plex Mono Semi Bold (Monospace, Latin);ibm-plex-mono-latin-600;IBM Plex Mono Semi Bold (Monospace, Latin) : ibm-plex-mono-latin-600
ibm-plex-sans;IBM Plex Sans;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Sans;IBM Plex Sans Semi Bold (Sans-Serif, Latin);ibm-plex-sans-latin-600;IBM Plex Sans Semi Bold (Sans-Serif, Latin) : ibm-plex-sans-latin-600
ibm-plex-sans-condensed;IBM Plex Sans Condensed;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Sans+Condensed;IBM Plex Sans Condensed Semi Bold (Sans-Serif, Latin);ibm-plex-sans-condensed-latin-600;IBM Plex Sans Condensed Semi Bold (Sans-Serif, Latin) : ibm-plex-sans-condensed-latin-600
ibm-plex-serif;IBM Plex Serif;;600;Semi Bold;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/IBM+Plex+Serif;IBM Plex Serif Semi Bold (Serif, Latin);ibm-plex-serif-latin-600;IBM Plex Serif Semi Bold (Serif, Latin) : ibm-plex-serif-latin-600
k2d;K2D;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/K2D;K2D Semi Bold (Sans-Serif, Latin);k2d-latin-600;K2D Semi Bold (Sans-Serif, Latin) : k2d-latin-600
kanit;Kanit;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Semi Bold (Sans-Serif, Latin);kanit-latin-600;Kanit Semi Bold (Sans-Serif, Latin) : kanit-latin-600
kanit;Kanit;;600;Semi Bold;sans-serif;thai;Thai;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Semi Bold (Sans-Serif, Thai);kanit-thai-600;Kanit Semi Bold (Sans-Serif, Thai) : kanit-thai-600
kanit;Kanit;;600;Semi Bold;sans-serif;thai_latin;Thai Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Semi Bold (Sans-Serif, Thai Latin);kanit-thai_latin-600;Kanit Semi Bold (Sans-Serif, Thai Latin) : kanit-thai_latin-600
kanit;Kanit;;600;Semi Bold;sans-serif;thai_latin-ext_latin_vietnamese;Thai Latin Vietnamese;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kanit;Kanit Semi Bold (Sans-Serif, Thai Latin Vietnamese);kanit-thai_latin-ext_latin_vietnamese-600;Kanit Semi Bold (Sans-Serif, Thai Latin Vietnamese) : kanit-thai_latin-ext_latin_vietnamese-600
kodchasan;Kodchasan;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Kodchasan;Kodchasan Semi Bold (Sans-Serif, Latin);kodchasan-latin-600;Kodchasan Semi Bold (Sans-Serif, Latin) : kodchasan-latin-600
koho;KoHo;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/KoHo;KoHo Semi Bold (Sans-Serif, Latin);koho-latin-600;KoHo Semi Bold (Sans-Serif, Latin) : koho-latin-600
krub;Krub;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Krub;Krub Semi Bold (Sans-Serif, Latin);krub-latin-600;Krub Semi Bold (Sans-Serif, Latin) : krub-latin-600
libre-franklin;Libre Franklin;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Libre+Franklin;Libre Franklin Semi Bold (Sans-Serif, Latin);libre-franklin-latin-600;Libre Franklin Semi Bold (Sans-Serif, Latin) : libre-franklin-latin-600
mali;Mali;;600;Semi Bold;handwriting;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Mali;Mali Semi Bold (Handwriting, Latin);mali-latin-600;Mali Semi Bold (Handwriting, Latin) : mali-latin-600
montserrat;Montserrat;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Montserrat;Montserrat Semi Bold (Sans-Serif, Latin);montserrat-latin-600;Montserrat Semi Bold (Sans-Serif, Latin) : montserrat-latin-600
montserrat-alternates;Montserrat Alternates;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Montserrat+Alternates;Montserrat Alternates Semi Bold (Sans-Serif, Latin);montserrat-alternates-latin-600;Montserrat Alternates Semi Bold (Sans-Serif, Latin) : montserrat-alternates-latin-600
niramit;Niramit;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Niramit;Niramit Semi Bold (Sans-Serif, Latin);niramit-latin-600;Niramit Semi Bold (Sans-Serif, Latin) : niramit-latin-600
overpass;Overpass;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Overpass;Overpass Semi Bold (Sans-Serif, Latin);overpass-latin-600;Overpass Semi Bold (Sans-Serif, Latin) : overpass-latin-600
poppins;Poppins;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Poppins;Poppins Semi Bold (Sans-Serif, Latin);poppins-latin-600;Poppins Semi Bold (Sans-Serif, Latin) : poppins-latin-600
prompt;Prompt;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Prompt;Prompt Semi Bold (Sans-Serif, Latin);prompt-latin-600;Prompt Semi Bold (Sans-Serif, Latin) : prompt-latin-600
raleway;Raleway;;600;Semi Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Raleway;Raleway Semi Bold (Sans-Serif, Latin);raleway-latin-600;Raleway Semi Bold (Sans-Serif, Latin) : raleway-latin-600
spectral;Spectral;;600;Semi Bold;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Spectral;Spectral Semi Bold (Serif, Latin);spectral-latin-600;Spectral Semi Bold (Serif, Latin) : spectral-latin-600
spectral-sc;Spectral SC;;600;Semi Bold;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Spectral+SC;Spectral SC Semi Bold (Serif, Latin);spectral-sc-latin-600;Spectral SC Semi Bold (Serif, Latin) : spectral-sc-latin-600
trirong;Trirong;;600;Semi Bold;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Trirong;Trirong Semi Bold (Serif, Latin);trirong-latin-600;Trirong Semi Bold (Serif, Latin) : trirong-latin-600
alegreya-sans;Alegreya Sans;;700;Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Alegreya+Sans;Alegreya Sans Bold (Sans-Serif, Latin);alegreya-sans-latin-700;Alegreya Sans Bold (Sans-Serif, Latin) : alegreya-sans-latin-700
alegreya-sans-sc;Alegreya Sans SC;;700;Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Alegreya+Sans+SC;Alegreya Sans SC Bold (Sans-Serif, Latin);alegreya-sans-sc-latin-700;Alegreya Sans SC Bold (Sans-Serif, Latin) : alegreya-sans-sc-latin-700
bai-jamjuree;Bai Jamjuree;;700;Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Bai+Jamjuree;Bai Jamjuree Bold (Sans-Serif, Latin);bai-jamjuree-latin-700;Bai Jamjuree Bold (Sans-Serif, Latin) : bai-jamjuree-latin-700
barlow;Barlow;;700;Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow;Barlow Bold (Sans-Serif, Latin);barlow-latin-700;Barlow Bold (Sans-Serif, Latin) : barlow-latin-700
barlow-condensed;Barlow Condensed;;700;Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow+Condensed;Barlow Condensed Bold (Sans-Serif, Latin);barlow-condensed-latin-700;Barlow Condensed Bold (Sans-Serif, Latin) : barlow-condensed-latin-700
barlow-condensed;Barlow Condensed;;700;Bold;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow+Condensed;Barlow Condensed Bold (Serif, Latin);barlow-condensed-latin-700;Barlow Condensed Bold (Serif, Latin) : barlow-condensed-latin-700
barlow-semi-condensed;Barlow Semi Condensed;;700;Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Barlow+Semi+Condensed;Barlow Semi Condensed Bold (Sans-Serif, Latin);barlow-semi-condensed-latin-700;Barlow Semi Condensed Bold (Sans-Serif, Latin) : barlow-semi-condensed-latin-700
chakra-petch;Chakra Petch;;700;Bold;sans-serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Chakra+Petch;Chakra Petch Bold (Sans-Serif, Latin);chakra-petch-latin-700;Chakra Petch Bold (Sans-Serif, Latin) : chakra-petch-latin-700
cormorant;Cormorant;;700;Bold;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cormorant;Cormorant Bold (Serif, Latin);cormorant-latin-700;Cormorant Bold (Serif, Latin) : cormorant-latin-700
cormorant-garamond;Cormorant Garamond;;700;Bold;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cormorant+Garamond;Cormorant Garamond Bold (Serif, Latin);cormorant-garamond-latin-700;Cormorant Garamond Bold (Serif, Latin) : cormorant-garamond-latin-700
cormorant-infant;Cormorant Infant;;700;Bold;serif;latin;Latin;SIL Open Fonts License 1.1;Google Fonts;https://fonts.google.com/specimen/Cormorant+Infant;Cormorant Infant Bold (Serif, Latin);cormorant-infant-latin-700;Cormorant Infant Bold (Serif, Latin) : cormorant-infant-latin-700
