atma;Atma;500;latin-ext_latin_bengali
atma;Atma;500;latin
bai-jamjuree;Bai Jamjuree;500;latin
cabin;Cabin;500;latin
cabin-condensed;Cabin Condensed;500;latin
catamaran;Catamaran;500;latin
chakra-petch;Chakra Petch;500;latin
changa;Changa;500;latin
cormorant;Cormorant;500;latin
cormorant-garamond;Cormorant Garamond;500;latin
cormorant-infant;Cormorant Infant;500;latin
cormorant-sc;Cormorant SC;500;latin
cormorant-unicase;Cormorant Unicase;500;latin
cormorant-upright;Cormorant Upright;500;latin
david-libre;David Libre;500;latin
dosis;Dosis;500;latin
eb-garamond;EB Garamond;500;latin
eczar;Eczar;500;latin
el-messiri;El Messiri;500;latin
encode-sans;Encode Sans;500;latin
