encode-sans-condensed;Encode Sans Condensed;500;latin
encode-sans-expanded;Encode Sans Expanded;500;latin
encode-sans-semi-condensed;Encode Sans Semi Condensed;500;latin
encode-sans-semi-expanded;Encode Sans Semi Expanded;500;latin
expletus-sans;Expletus Sans;500;latin
fahkwang;Fahkwang;500;latin
faustina;Faustina;500;latin
fira-mono;Fira Mono;500;latin
frank-ruhl-libre;Frank Ruhl Libre;500;latin
gothic-a5;Gothic A5;500;latin
halant;Halant;500;latin-ext_latin_devanagari
halant;Halant;500;latin
heebo;Heebo;500;latin
hind;Hind;500;latin-ext_latin_devanagari
hind-guntur;Hind Guntur;500;latin-ext_telugu_latin
hind-madurai;Hind Madurai;500;latin-ext_tamil_latin
hind-siliguri;Hind Siliguri;500;latin_bengali
hind-vadodara;Hind Vadodara;500;latin-ext_latin_gujarati
hind;Hind;500;latin
hind-guntur;Hind Guntur;500;latin
hind-madurai;Hind Madurai;500;latin
hind-siliguri;Hind Siliguri;500;latin
hind-vadodara;Hind Vadodara;500;latin
inknut-antiqua;Inknut Antiqua;500;latin
jura;Jura;500;latin
karma;Karma;500;latin
khand;Khand;500;latin
kodchasan;Kodchasan;500;latin
koho;KoHo;500;latin
krub;Krub;500;latin
laila;Laila;500;latin
m-plus-1p;M PLUS 1p;500;latin
mada;Mada;500;latin
maitree;Maitree;500;latin
mali;Mali;500;latin
manuale;Manuale;500;latin
markazi-text;Markazi Text;500;latin
maven-pro;Maven Pro;500;latin
mirza;Mirza;500;latin
mitr;Mitr;500;latin
mukta;Mukta;500;latin-ext_latin_devanagari
mukta-mahee;Mukta Mahee;500;gurmukhi_latin-ext_latin
mukta-malar;Mukta Malar;500;latin-ext_tamil_latin
mukta-vaani;Mukta Vaani;500;latin-ext_latin_gujarati
mukta;Mukta;500;latin
mukta-mahee;Mukta Mahee;500;latin
mukta-malar;Mukta Malar;500;latin
mukta-vaani;Mukta Vaani;500;latin
niramit;Niramit;500;latin
nobile;Nobile;500;latin
noto-sans-jp;Noto Sans JP;500;japanese_latin
noto-sans-kr;Noto Sans KR;500;latin_korean
noto-serif-jp;Noto Serif JP;500;japanese_latin
noto-serif-kr;Noto Serif KR;500;latin_korean
orbitron;Orbitron;500;latin
oswald;Oswald;500;latin
palanquin;Palanquin;500;latin
palanquin-dark;Palanquin Dark;500;latin
podkova;Podkova;500;latin
pridi;Pridi;500;latin
proza-libre;Proza Libre;500;latin
quicksand;Quicksand;500;latin
rajdhani;Rajdhani;500;latin
rasa;Rasa;500;latin
roboto-mono;Roboto Mono;500;latin
rokkitt;Rokkitt;500;latin
rubik;Rubik;500;latin
saira;Saira;500;latin
saira-condensed;Saira Condensed;500;latin
saira-extra-condensed;Saira Extra Condensed;500;latin
saira-semi-condensed;Saira Semi Condensed;500;latin
sarpanch;Sarpanch;500;latin
source-code-pro;Source Code Pro;500;latin
sunflower;Sunflower;500;latin
tajawal;Tajawal;500;arabic_latin
tajawal;Tajawal;500;latin
teko;Teko;500;latin
tillana;Tillana;500;latin
ubuntu;Ubuntu;500;latin
vesper-libre;Vesper Libre;500;latin
work-sans;Work Sans;500;latin
yantramanav;Yantramanav;500;latin
yrsa;Yrsa;500;latin
zilla-slab;Zilla Slab;500;latin
alegreya;Alegreya;500italic;latin
alegreya-sans;Alegreya Sans;500italic;latin
alegreya-sans-sc;Alegreya Sans SC;500italic;latin
alegreya-sc;Alegreya SC;500italic;latin
archivo;Archivo;500italic;latin
archivo-narrow;Archivo Narrow;500italic;latin
asap;Asap;500italic;latin
asap-condensed;Asap Condensed;500italic;latin
bai-jamjuree;Bai Jamjuree;500italic;latin
barlow;Barlow;500italic;latin
barlow-condensed;Barlow Condensed;500italic;latin
barlow-condensed;Barlow Condensed;500italic;latin
barlow-semi-condensed;Barlow Semi Condensed;500italic;latin
cabin;Cabin;500italic;latin
chakra-petch;Chakra Petch;500italic;latin
cormorant;Cormorant;500italic;latin
cormorant-garamond;Cormorant Garamond;500italic;latin
cormorant-infant;Cormorant Infant;500italic;latin
eb-garamond;EB Garamond;500italic;latin
exo;Exo;500italic;latin
exo-2;Exo 2;500italic;latin
expletus-sans;Expletus Sans;500italic;latin
fahkwang;Fahkwang;500italic;latin
faustina;Faustina;500italic;latin
fira-sans;Fira Sans;500italic;latin
fira-sans-condensed;Fira Sans Condensed;500italic;latin
fira-sans-extra-condensed;Fira Sans Extra Condensed;500italic;latin
ibm-plex-mono;IBM Plex Mono;500italic;latin
ibm-plex-sans;IBM Plex Sans;500italic;latin
ibm-plex-sans-condensed;IBM Plex Sans Condensed;500italic;latin
ibm-plex-serif;IBM Plex Serif;500italic;latin
k2d;K2D;500italic;latin
kanit;Kanit;500italic;latin
kanit;Kanit;500italic;thai
kanit;Kanit;500italic;thai_latin
kanit;Kanit;500italic;thai_latin-ext_latin_vietnamese
kodchasan;Kodchasan;500italic;latin
koho;KoHo;500italic;latin
krub;Krub;500italic;latin
libre-franklin;Libre Franklin;500italic;latin
mali;Mali;500italic;latin
manuale;Manuale;500italic;latin
montserrat;Montserrat;500italic;latin
montserrat-alternates;Montserrat Alternates;500italic;latin
niramit;Niramit;500italic;latin
nobile;Nobile;500italic;latin
poppins;Poppins;500italic;latin
prompt;Prompt;500italic;latin
proza-libre;Proza Libre;500italic;latin
raleway;Raleway;500italic;latin
roboto;Roboto;500italic;latin
roboto;Roboto;500italic;vietnamese
roboto;Roboto;500italic;cyrillic-ext_cyrillic
roboto;Roboto;500italic;latin-ext
roboto;Roboto;500italic;greek_greek-ext
roboto-mono;Roboto Mono;500italic;latin
rubik;Rubik;500italic;latin
spectral;Spectral;500italic;latin
spectral-sc;Spectral SC;500italic;latin
trirong;Trirong;500italic;latin
ubuntu;Ubuntu;500italic;latin
zilla-slab;Zilla Slab;500italic;latin
abhaya-libre;Abhaya Libre;600;latin-ext_sinhala_latin
abhaya-libre;Abhaya Libre;600;latin
advent-pro;Advent Pro;600;latin
amiko;Amiko;600;latin
archivo;Archivo;600;latin
archivo-narrow;Archivo Narrow;600;latin
asap;Asap;600;latin
asap-condensed;Asap Condensed;600;latin
athiti;Athiti;600;latin
atma;Atma;600;latin-ext_latin_bengali
atma;Atma;600;latin
biryani;Biryani;600;latin
cabin;Cabin;600;latin
cabin-condensed;Cabin Condensed;600;latin
catamaran;Catamaran;600;latin
chakra-petch;Chakra Petch;600;latin
changa;Changa;600;latin
cormorant;Cormorant;600;latin
cormorant-garamond;Cormorant Garamond;600;latin
cormorant-infant;Cormorant Infant;600;latin
cormorant-sc;Cormorant SC;600;latin
cormorant-unicase;Cormorant Unicase;600;latin
cormorant-upright;Cormorant Upright;600;latin
crimson-text;Crimson Text;600;latin
dosis;Dosis;600;latin
eb-garamond;EB Garamond;600;latin
eczar;Eczar;600;latin
el-messiri;El Messiri;600;latin
encode-sans;Encode Sans;600;latin
encode-sans-condensed;Encode Sans Condensed;600;latin
encode-sans-expanded;Encode Sans Expanded;600;latin
encode-sans-semi-condensed;Encode Sans Semi Condensed;600;latin
encode-sans-semi-expanded;Encode Sans Semi Expanded;600;latin
expletus-sans;Expletus Sans;600;latin
faustina;Faustina;600;latin
gothic-a6;Gothic A6;600;latin
halant;Halant;600;latin-ext_latin_devanagari
halant;Halant;600;latin
hind;Hind;600;latin-ext_latin_devanagari
hind-guntur;Hind Guntur;600;latin-ext_telugu_latin
hind-madurai;Hind Madurai;600;latin-ext_tamil_latin
hind-siliguri;Hind Siliguri;600;latin_bengali
hind-vadodara;Hind Vadodara;600;latin-ext_latin_gujarati
hind;Hind;600;latin
hind-guntur;Hind Guntur;600;latin
hind-madurai;Hind Madurai;600;latin
hind-siliguri;Hind Siliguri;600;latin
hind-vadodara;Hind Vadodara;600;latin
inknut-antiqua;Inknut Antiqua;600;latin
josefin-sans;Josefin Sans;600;latin
josefin-slab;Josefin Slab;600;latin
jura;Jura;600;latin
karma;Karma;600;latin
khand;Khand;600;latin
khula;Khula;600;latin
laila;Laila;600;latin
lemonada;Lemonada;600;latin
m-plus-rounded-1c;M PLUS Rounded 1c;600;latin
mada;Mada;600;latin
maitree;Maitree;600;latin
manuale;Manuale;600;latin
markazi-text;Markazi Text;600;latin
martel;Martel;600;latin
martel-sans;Martel Sans;600;latin
mirza;Mirza;600;latin
mitr;Mitr;600;latin
mukta;Mukta;600;latin-ext_latin_devanagari
mukta-mahee;Mukta Mahee;600;gurmukhi_latin-ext_latin
mukta-malar;Mukta Malar;600;latin-ext_tamil_latin
mukta-vaani;Mukta Vaani;600;latin-ext_latin_gujarati
mukta;Mukta;600;latin
mukta-mahee;Mukta Mahee;600;latin
mukta-malar;Mukta Malar;600;latin
mukta-vaani;Mukta Vaani;600;latin
muli;Muli;600;latin
noto-serif-jp;Noto Serif JP;600;japanese_latin
noto-serif-kr;Noto Serif KR;600;latin_korean
nunito;Nunito;600;latin
nunito-sans;Nunito Sans;600;latin
open-sans;Open Sans;600;latin
open-sans;Open Sans;600;greek-ext
open-sans;Open Sans;600;cyrillic-ext
open-sans;Open Sans;600;latin-ext
open-sans;Open Sans;600;vietamese
oswald;Oswald;600;latin
overpass-mono;Overpass Mono;600;latin
palanquin;Palanquin;600;latin
palanquin-dark;Palanquin Dark;600;latin
podkova;Podkova;600;latin
pridi;Pridi;600;latin
proza-libre;Proza Libre;600;latin
rajdhani;Rajdhani;600;latin
rasa;Rasa;600;latin
rokkitt;Rokkitt;600;latin
saira;Saira;600;latin
saira-condensed;Saira Condensed;600;latin
saira-extra-condensed;Saira Extra Condensed;600;latin
saira-semi-condensed;Saira Semi Condensed;600;latin
sarpanch;Sarpanch;600;latin
signika;Signika;600;latin
signika-negative;Signika Negative;600;latin
source-code-pro;Source Code Pro;600;latin
source-sans-pro;Source Sans Pro;600;latin
source-serif-pro;Source Serif Pro;600;latin
teko;Teko;600;latin
tillana;Tillana;600;latin
titillium-web;Titillium Web;600;latin
vollkorn;Vollkorn;600;latin
vollkorn-sc;Vollkorn SC;600;latin
work-sans;Work Sans;600;latin
yrsa;Yrsa;600;latin
zilla-slab;Zilla Slab;600;latin
archivo;Archivo;600italic;latin
archivo-narrow;Archivo Narrow;600italic;latin
asap;Asap;600italic;latin
asap-condensed;Asap Condensed;600italic;latin
bai-jamjuree;Bai Jamjuree;600italic;latin
barlow;Barlow;600italic;latin
barlow-condensed;Barlow Condensed;600italic;latin
barlow-condensed;Barlow Condensed;600italic;latin
barlow-semi-condensed;Barlow Semi Condensed;600italic;latin
cabin;Cabin;600italic;latin
chakra-petch;Chakra Petch;600italic;latin
cormorant;Cormorant;600italic;latin
cormorant-garamond;Cormorant Garamond;600italic;latin
cormorant-infant;Cormorant Infant;600italic;latin
crimson-text;Crimson Text;600italic;latin
eb-garamond;EB Garamond;600italic;latin
exo;Exo;600italic;latin
exo-2;Exo 2;600italic;latin
expletus-sans;Expletus Sans;600italic;latin
fahkwang;Fahkwang;600italic;latin
faustina;Faustina;600italic;latin
fira-sans;Fira Sans;600italic;latin
fira-sans-condensed;Fira Sans Condensed;600italic;latin
fira-sans-extra-condensed;Fira Sans Extra Condensed;600italic;latin
ibm-plex-mono;IBM Plex Mono;600italic;latin
ibm-plex-sans;IBM Plex Sans;600italic;latin
ibm-plex-sans-condensed;IBM Plex Sans Condensed;600italic;latin
ibm-plex-serif;IBM Plex Serif;600italic;latin
josefin-sans;Josefin Sans;600italic;latin
josefin-slab;Josefin Slab;600italic;latin
k2d;K2D;600italic;latin
kanit;Kanit;600italic;latin
kanit;Kanit;600italic;thai
kanit;Kanit;600italic;thai_latin
kanit;Kanit;600italic;thai_latin-ext_latin_vietnamese
kodchasan;Kodchasan;600italic;latin
koho;KoHo;600italic;latin
krub;Krub;600italic;latin
libre-franklin;Libre Franklin;600italic;latin
mali;Mali;600italic;latin
manuale;Manuale;600italic;latin
montserrat;Montserrat;600italic;latin
montserrat-alternates;Montserrat Alternates;600italic;latin
muli;Muli;600italic;latin
niramit;Niramit;600italic;latin
nunito;Nunito;600italic;latin
nunito-sans;Nunito Sans;600italic;latin
open-sans;Open Sans;600italic;latin
open-sans;Open Sans;600italic;greek-ext
open-sans;Open Sans;600italic;cyrillic-ext
open-sans;Open Sans;600italic;latin-ext
open-sans;Open Sans;600italic;vietamese
overpass;Overpass;600italic;latin
poppins;Poppins;600italic;latin
prompt;Prompt;600italic;latin
proza-libre;Proza Libre;600italic;latin
raleway;Raleway;600italic;latin
source-sans-pro;Source Sans Pro;600italic;latin
spectral;Spectral;600italic;latin
spectral-sc;Spectral SC;600italic;latin
titillium-web;Titillium Web;600italic;latin
trirong;Trirong;600italic;latin
vollkorn;Vollkorn;600italic;latin
zilla-slab;Zilla Slab;600italic;latin
abhaya-libre;Abhaya Libre;700;latin-ext_sinhala_latin
abhaya-libre;Abhaya Libre;700;latin
advent-pro;Advent Pro;700;latin
alef;Alef;700;latin_hebrew
alef;Alef;700;latin
alegreya;Alegreya;700;latin
alegreya-sc;Alegreya SC;700;latin
allan;Allan;700;latin
almendra;Almendra;700;latin
amaranth;Amaranth;700;latin
amatic-sc;Amatic SC;700;latin
amiko;Amiko;700;latin
amiri;Amiri;700;latin
amiri;Amiri;700;arabic
amiri;Amiri;700;arabic_latin
amiri;Amiri;700;latin-ext_arabic_latin
amita;Amita;700;latin
anonymous-pro;Anonymous Pro;700;latin
archivo;Archivo;700;latin
archivo-narrow;Archivo Narrow;700;latin
aref-ruqaa;Aref Ruqaa;700;latin
arima-madurai;Arima Madurai;700;latin
arimo;Arimo;700;greek_latin_hebrew_cyrillic_vietnamese
arimo;Arimo;700;latin_hebrew
arimo;Arimo;700;latin
arsenal;Arsenal;700;latin
arvo;Arvo;700;latin
arya;Arya;700;latin
asap;Asap;700;latin
asap-condensed;Asap Condensed;700;latin
assistant;Assistant;700;latin
astloch;Astloch;700;latin
asul;Asul;700;latin
athiti;Athiti;700;latin
atma;Atma;700;latin-ext_latin_bengali
atma;Atma;700;latin
averia-libre;Averia Libre;700;latin
averia-sans-libre;Averia Sans Libre;700;latin
averia-serif-libre;Averia Serif Libre;700;latin
battambang;Battambang;700;khmer
benchnine;BenchNine;700;latin
biorhyme;BioRhyme;700;latin
biorhyme-expanded;BioRhyme Expanded;700;latin
biryani;Biryani;700;latin
bitter;Bitter;700;latin
buenard;Buenard;700;latin
cabin;Cabin;700;latin
cabin-condensed;Cabin Condensed;700;latin
cabin-sketch;Cabin Sketch;700;latin
cairo;Cairo;700;latin
cambay;Cambay;700;latin
cantarell;Cantarell;700;latin
cardo;Cardo;700;latin
catamaran;Catamaran;700;latin
caudex;Caudex;700;latin
caveat;Caveat;700;latin
changa;Changa;700;latin
charmonman;Charmonman;700;latin
chathura;Chathura;700;latin
cherry-swash;Cherry Swash;700;latin
chivo;Chivo;700;latin
cinzel;Cinzel;700;latin
cinzel-decorative;Cinzel Decorative;700;latin
comfortaa;Comfortaa;700;latin
content;Content;700;khmer
corben;Corben;700;latin
cormorant-sc;Cormorant SC;700;latin
cormorant-unicase;Cormorant Unicase;700;latin
cormorant-upright;Cormorant Upright;700;latin
cousine;Cousine;700;latin
crimson-text;Crimson Text;700;latin
cuprum;Cuprum;700;latin
dancing-script;Dancing Script;700;latin
david-libre;David Libre;700;latin
delius-unicase;Delius Unicase;700;latin
domine;Domine;700;latin
dosis;Dosis;700;latin
eb-garamond;EB Garamond;700;latin
economica;Economica;700;latin
eczar;Eczar;700;latin
el-messiri;El Messiri;700;latin
encode-sans;Encode Sans;700;latin
encode-sans-condensed;Encode Sans Condensed;700;latin
encode-sans-expanded;Encode Sans Expanded;700;latin
encode-sans-semi-condensed;Encode Sans Semi Condensed;700;latin
encode-sans-semi-expanded;Encode Sans Semi Expanded;700;latin
enriqueta;Enriqueta;700;latin
expletus-sans;Expletus Sans;700;latin
faustina;Faustina;700;latin
fira-mono;Fira Mono;700;latin
frank-ruhl-libre;Frank Ruhl Libre;700;latin
gaegu;Gaegu;700;latin
gentium-basic;Gentium Basic;700;latin
gentium-book-basic;Gentium Book Basic;700;latin
gfs-neohellenic;GFS Neohellenic;700;greek
glegoo;Glegoo;700;latin
gorditas;Gorditas;700;latin
gothic-a7;Gothic A7;700;latin
gudea;Gudea;700;latin
halant;Halant;700;latin-ext_latin_devanagari
halant;Halant;700;latin
hanuman;Hanuman;700;khmer
heebo;Heebo;700;latin
hind;Hind;700;latin-ext_latin_devanagari
hind-guntur;Hind Guntur;700;latin-ext_telugu_latin
hind-madurai;Hind Madurai;700;latin-ext_tamil_latin
hind-siliguri;Hind Siliguri;700;latin_bengali
hind-vadodara;Hind Vadodara;700;latin-ext_latin_gujarati
hind;Hind;700;latin
hind-guntur;Hind Guntur;700;latin
hind-madurai;Hind Madurai;700;latin
hind-siliguri;Hind Siliguri;700;latin
hind-vadodara;Hind Vadodara;700;latin
inconsolata;Inconsolata;700;latin
inika;Inika;700;latin
inknut-antiqua;Inknut Antiqua;700;latin
istok-web;Istok Web;700;latin
jaldi;Jaldi;700;latin
judson;Judson;700;latin
jura;Jura;700;latin
kadwa;Kadwa;700;latin
kalam;Kalam;700;latin
kameron;Kameron;700;latin
kantumruy;Kantumruy;700;khmer
karla;Karla;700;latin
karma;Karma;700;latin
khand;Khand;700;latin
khula;Khula;700;latin
kreon;Kreon;700;latin
laila;Laila;700;latin
lato;Lato;700;latin
lekton;Lekton;700;latin
lemonada;Lemonada;700;latin
libre-baskerville;Libre Baskerville;700;latin
life-savers;Life Savers;700;latin
lobster-two;Lobster Two;700;latin
lora;Lora;700;latin
lusitana;Lusitana;700;latin
m-plus-1p;M PLUS 1p;700;latin
m-plus-rounded-1c;M PLUS Rounded 1c;700;latin
mada;Mada;700;latin
magra;Magra;700;latin
maitree;Maitree;700;latin
manuale;Manuale;700;latin
markazi-text;Markazi Text;700;latin
martel;Martel;700;latin
martel-sans;Martel Sans;700;latin
marvel;Marvel;700;latin
maven-pro;Maven Pro;700;latin
merienda;Merienda;700;latin
merriweather;Merriweather;700;latin
merriweather-sans;Merriweather Sans;700;latin
mina;Mina;700;latin
miriam-libre;Miriam Libre;700;latin
mirza;Mirza;700;latin
mitr;Mitr;700;latin
monda;Monda;700;latin
montserrat-subrayada;Montserrat Subrayada;700;latin
mountains-of-christmas;Mountains of Christmas;700;latin
mukta;Mukta;700;latin-ext_latin_devanagari
mukta-mahee;Mukta Mahee;700;gurmukhi_latin-ext_latin
mukta-malar;Mukta Malar;700;latin-ext_tamil_latin
mukta-vaani;Mukta Vaani;700;latin-ext_latin_gujarati
mukta;Mukta;700;latin
mukta-mahee;Mukta Mahee;700;latin
mukta-malar;Mukta Malar;700;latin
mukta-vaani;Mukta Vaani;700;latin
nanum-gothic;Nanum Gothic;700;latin_korean
nanum-gothic;Nanum Gothic;700;latin
nanum-gothic-coding;Nanum Gothic Coding;700;latin
nanum-myeongjo;Nanum Myeongjo;700;latin
neuton;Neuton;700;latin
news-cycle;News Cycle;700;latin
nobile;Nobile;700;latin
nokora;Nokora;700;khmer
noticia-text;Noticia Text;700;latin
noto-sans;Noto Sans;700;cyrillic-ext_cyrillic
noto-sans;Noto Sans;700;devanagari
noto-sans;Noto Sans;700;greek_greek-ext
noto-sans;Noto Sans;700;latin
noto-sans;Noto Sans;700;latin_latin-ext_vietnamese
noto-sans-jp;Noto Sans JP;700;japanese_latin
noto-sans-kr;Noto Sans KR;700;latin_korean
noto-serif;Noto Serif;700;latin
noto-serif-jp;Noto Serif JP;700;japanese_latin
noto-serif-kr;Noto Serif KR;700;latin_korean
old-standard-tt;Old Standard TT;700;latin
oleo-script;Oleo Script;700;latin
oleo-script-swash-caps;Oleo Script Swash Caps;700;latin
open-sans;Open Sans;700;latin
open-sans;Open Sans;700;greek-ext
open-sans;Open Sans;700;cyrillic-ext
open-sans;Open Sans;700;latin-ext
open-sans;Open Sans;700;vietamese
open-sans-condensed;Open Sans Condensed;700;latin
orbitron;Orbitron;700;latin
oswald;Oswald;700;latin
overlock;Overlock;700;latin
overpass-mono;Overpass Mono;700;latin
oxygen;Oxygen;700;latin
padauk;Padauk;700;latin_myanmar
padauk;Padauk;700;latin
palanquin;Palanquin;700;latin
palanquin-dark;Palanquin Dark;700;latin
passion-one;Passion One;700;latin
philosopher;Philosopher;700;latin
play;Play;700;latin
playfair-display;Playfair Display;700;latin
playfair-display-sc;Playfair Display SC;700;latin
podkova;Podkova;700;latin
pragati-narrow;Pragati Narrow;700;latin
pridi;Pridi;700;latin
proza-libre;Proza Libre;700;latin
pt-sans;PT Sans;700;latin
pt-sans-caption;PT Sans Caption;700;latin
pt-sans-narrow;PT Sans Narrow;700;latin
pt-serif;PT Serif;700;latin
puritan;Puritan;700;latin
quantico;Quantico;700;latin
quattrocento;Quattrocento;700;latin
quattrocento-sans;Quattrocento Sans;700;latin
quicksand;Quicksand;700;latin
rajdhani;Rajdhani;700;latin
rambla;Rambla;700;latin
ranga;Ranga;700;latin
rasa;Rasa;700;latin
roboto-condensed;Roboto Condensed;700;latin
roboto-slab;Roboto Slab;700;latin
rokkitt;Rokkitt;700;latin
rosario;Rosario;700;latin
rubik;Rubik;700;latin
ruda;Ruda;700;latin
rufina;Rufina;700;latin
sahitya;Sahitya;700;latin
saira;Saira;700;latin
saira-condensed;Saira Condensed;700;latin
saira-extra-condensed;Saira Extra Condensed;700;latin
saira-semi-condensed;Saira Semi Condensed;700;latin
sansita;Sansita;700;latin
sarala;Sarala;700;latin
sarpanch;Sarpanch;700;latin
scada;Scada;700;latin
scheherazade;Scheherazade;700;latin
share;Share;700;latin
signika;Signika;700;latin
signika-negative;Signika Negative;700;latin
sintony;Sintony;700;latin
skranji;Skranji;700;latin
source-code-pro;Source Code Pro;700;latin
source-serif-pro;Source Serif Pro;700;latin
space-mono;Space Mono;700;latin
srisakdi;Srisakdi;700;latin
stardos-stencil;Stardos Stencil;700;latin
sumana;Sumana;700;latin
sunflower;Sunflower;700;latin
sura;Sura;700;latin
syncopate;Syncopate;700;latin
tajawal;Tajawal;700;arabic_latin
tajawal;Tajawal;700;latin
tangerine;Tangerine;700;latin
teko;Teko;700;latin
tienne;Tienne;700;latin
tillana;Tillana;700;latin
tinos;Tinos;700;latin_hebrew_cyrillic_vietnamese
tinos;Tinos;700;latin_hebrew
tinos;Tinos;700;latin
trochut;Trochut;700;latin
ubuntu;Ubuntu;700;latin
ubuntu-mono;Ubuntu Mono;700;latin
unifrakturcook;UnifrakturCook;700;latin
unkempt;Unkempt;700;latin
unna;Unna;700;latin
vesper-libre;Vesper Libre;700;latin
volkhov;Volkhov;700;latin
vollkorn;Vollkorn;700;latin
vollkorn-sc;Vollkorn SC;700;latin
work-sans;Work Sans;700;latin
yanone-kaffeesatz;Yanone Kaffeesatz;700;latin
yantramanav;Yantramanav;700;latin
yrsa;Yrsa;700;latin
zilla-slab-highlight;Zilla Slab Highlight;700;latin
alegreya;Alegreya;700italic;latin
alegreya-sans;Alegreya Sans;700italic;latin
alegreya-sans-sc;Alegreya Sans SC;700italic;latin
alegreya-sc;Alegreya SC;700italic;latin
almendra;Almendra;700italic;latin
amaranth;Amaranth;700italic;latin
amiri;Amiri;700italic;latin
amiri;Amiri;700italic;arabic
amiri;Amiri;700italic;arabic_latin
amiri;Amiri;700italic;latin-ext_arabic_latin
anonymous-pro;Anonymous Pro;700italic;latin
archivo;Archivo;700italic;latin
archivo-narrow;Archivo Narrow;700italic;latin
arimo;Arimo;700italic;greek_latin_hebrew_cyrillic_vietnamese
arimo;Arimo;700italic;latin_hebrew
arimo;Arimo;700italic;latin
arsenal;Arsenal;700italic;latin
arvo;Arvo;700italic;latin
asap;Asap;700italic;latin
asap-condensed;Asap Condensed;700italic;latin
averia-libre;Averia Libre;700italic;latin
averia-sans-libre;Averia Sans Libre;700italic;latin
averia-serif-libre;Averia Serif Libre;700italic;latin
bai-jamjuree;Bai Jamjuree;700italic;latin
barlow;Barlow;700italic;latin
barlow-condensed;Barlow Condensed;700italic;latin
barlow-condensed;Barlow Condensed;700italic;latin
barlow-semi-condensed;Barlow Semi Condensed;700italic;latin
cabin;Cabin;700italic;latin
cambay;Cambay;700italic;latin
cantarell;Cantarell;700italic;latin
caudex;Caudex;700italic;latin
chakra-petch;Chakra Petch;700italic;latin
chivo;Chivo;700italic;latin
cormorant;Cormorant;700italic;latin
cormorant-garamond;Cormorant Garamond;700italic;latin
cormorant-infant;Cormorant Infant;700italic;latin
cousine;Cousine;700italic;latin
crimson-text;Crimson Text;700italic;latin
cuprum;Cuprum;700italic;latin
eb-garamond;EB Garamond;700italic;latin
economica;Economica;700italic;latin
exo;Exo;700italic;latin
exo-2;Exo 2;700italic;latin
expletus-sans;Expletus Sans;700italic;latin
fahkwang;Fahkwang;700italic;latin
faustina;Faustina;700italic;latin
fira-sans;Fira Sans;700italic;latin
fira-sans-condensed;Fira Sans Condensed;700italic;latin
fira-sans-extra-condensed;Fira Sans Extra Condensed;700italic;latin
gentium-basic;Gentium Basic;700italic;latin
gentium-book-basic;Gentium Book Basic;700italic;latin
gfs-neohellenic;GFS Neohellenic;700italic;greek
ibm-plex-mono;IBM Plex Mono;700italic;latin
ibm-plex-sans;IBM Plex Sans;700italic;latin
ibm-plex-sans-condensed;IBM Plex Sans Condensed;700italic;latin
ibm-plex-serif;IBM Plex Serif;700italic;latin
istok-web;Istok Web;700italic;latin
josefin-sans;Josefin Sans;700italic;latin
josefin-slab;Josefin Slab;700italic;latin
k2d;K2D;700italic;latin
kanit;Kanit;700italic;latin
kanit;Kanit;700italic;thai
kanit;Kanit;700italic;thai_latin
kanit;Kanit;700italic;thai_latin-ext_latin_vietnamese
karla;Karla;700italic;latin
kodchasan;Kodchasan;700italic;latin
koho;KoHo;700italic;latin
krub;Krub;700italic;latin
lato;Lato;700italic;latin
libre-franklin;Libre Franklin;700italic;latin
lobster-two;Lobster Two;700italic;latin
lora;Lora;700italic;latin
mali;Mali;700italic;latin
manuale;Manuale;700italic;latin
marvel;Marvel;700italic;latin
merriweather;Merriweather;700italic;latin
merriweather-sans;Merriweather Sans;700italic;latin
montserrat;Montserrat;700italic;latin
montserrat-alternates;Montserrat Alternates;700italic;latin
muli;Muli;700italic;latin
niramit;Niramit;700italic;latin
nobile;Nobile;700italic;latin
noticia-text;Noticia Text;700italic;latin
noto-sans;Noto Sans;700italic;cyrillic-ext_cyrillic
noto-sans;Noto Sans;700italic;devanagari
noto-sans;Noto Sans;700italic;greek_greek-ext
noto-sans;Noto Sans;700italic;latin
noto-sans;Noto Sans;700italic;latin_latin-ext_vietnamese
noto-serif;Noto Serif;700italic;latin
nunito;Nunito;700italic;latin
nunito-sans;Nunito Sans;700italic;latin
open-sans;Open Sans;700italic;latin
open-sans;Open Sans;700italic;greek-ext
open-sans;Open Sans;700italic;cyrillic-ext
open-sans;Open Sans;700italic;latin-ext
open-sans;Open Sans;700italic;vietamese
overlock;Overlock;700italic;latin
overpass;Overpass;700italic;latin
philosopher;Philosopher;700italic;latin
playfair-display;Playfair Display;700italic;latin
playfair-display-sc;Playfair Display SC;700italic;latin
poppins;Poppins;700italic;latin
prompt;Prompt;700italic;latin
proza-libre;Proza Libre;700italic;latin
pt-sans;PT Sans;700italic;latin
pt-serif;PT Serif;700italic;latin
puritan;Puritan;700italic;latin
quantico;Quantico;700italic;latin
quattrocento-sans;Quattrocento Sans;700italic;latin
raleway;Raleway;700italic;latin
rambla;Rambla;700italic;latin
roboto;Roboto;700italic;latin
roboto;Roboto;700italic;vietnamese
roboto;Roboto;700italic;cyrillic-ext_cyrillic
roboto;Roboto;700italic;latin-ext
roboto;Roboto;700italic;greek_greek-ext
roboto-condensed;Roboto Condensed;700italic;latin
roboto-mono;Roboto Mono;700italic;latin
rosario;Rosario;700italic;latin
rubik;Rubik;700italic;latin
sansita;Sansita;700italic;latin
scada;Scada;700italic;latin
share;Share;700italic;latin
